,biol_act,num_of_crit_points,num_of_3_minus_1,num_of_3_plus_1,num_of_3_plus_3,sum_rol,sum_roe,sum_rolroe,sum_rolroe_ala,sum_rolroe_arg,sum_rolroe_asn,sum_rolroe_asp,sum_rolroe_cys,sum_rolroe_glu,sum_rolroe_gln,sum_rolroe_gly,sum_rolroe_his,sum_rolroe_ile,sum_rolroe_leu,sum_rolroe_lys,sum_rolroe_met,sum_rolroe_phe,sum_rolroe_pro,sum_rolroe_ser,sum_rolroe_thr,sum_rolroe_trp,sum_rolroe_tyr,sum_rolroe_val,sum_rolroe_hoh,sum_rol_h,sum_rol_c,sum_rol_n,sum_rol_o,sum_rol_f,sum_rol_p,sum_rol_s,sum_rol_cl,sum_rol_br,sum_rol_i,yon_3_minus_1,yon_3_plus_1,yon_3_plus_3,yon_rolroe_ala,yon_rolroe_arg,yon_rolroe_asn,yon_rolroe_asp,yon_rolroe_cys,yon_rolroe_glu,yon_rolroe_gln,yon_rolroe_gly,yon_rolroe_his,yon_rolroe_ile,yon_rolroe_leu,yon_rolroe_lys,yon_rolroe_met,yon_rolroe_phe,yon_rolroe_pro,yon_rolroe_ser,yon_rolroe_thr,yon_rolroe_trp,yon_rolroe_tyr,yon_rolroe_val,yon_rolroe_hoh,yon_rol_h,yon_rol_c,yon_rol_n,yon_rol_o,yon_rol_f,yon_rol_p,yon_rol_s,yon_rol_cl,yon_rol_br,yon_rol_i
3ggu,9.77,61,46,14,1,3.3348015,3.3115466000000002,6.646348100000001,0.2660703,0.0337542,0.0,1.7050428000000002,0.0,0.0,0.0,0.6730304,0.0,0.2611937,0.0561324,0.0,0.0,0.0,0.0826582,0.0,0.1504999,0.0,0.0,0.20870130000000003,3.2092649,2.5798708,0.34481660000000003,0.09586700000000001,3.6257937,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3gi4,10.8,95,73,22,0,2.1952634,2.1779241000000003,4.3731875,0.32953560000000004,0.0522523,0.0,1.3999910999999998,0.0,0.0,0.0,0.9362253,0.0,0.7260304000000001,0.046637,0.0,0.0,0.0174946,0.1118043,0.0,0.0,0.0,0.0,0.19606609999999997,0.5571508000000001,2.7295262,0.2451413,0.0,1.2884754,0.0880764,0.0,0.0219682,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
3gi5,11.22,98,76,21,1,2.1647256,2.1088353,4.2735609,0.29938319999999996,0.057976700000000006,0.0,1.4323603999999999,0.0,0.0,0.0,0.845158,0.0,0.7386799,0.0518803,0.0,0.0,0.0478665,0.0770966,0.0,0.0,0.0,0.0,0.19044219999999998,0.5327170999999999,2.5717746999999997,0.2903401,0.0,1.3897769,0.0,0.0,0.0216692,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3gi6,11.22,90,70,20,0,2.119437,2.1133028,4.2327398,0.3000043,0.0529076,0.0,1.5244312,0.0,0.0,0.0,0.9352363000000001,0.0,0.5937496,0.0513481,0.0,0.0,0.0246394,0.13763039999999999,0.0,0.0,0.0,0.0,0.0972518,0.5155411,2.8080946,0.1343905,0.0,1.2238608,0.0663939,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
3h5b,10.0,106,71,35,0,3.2178723000000002,3.2484045,6.4662768,0.3371252,0.0,0.0,2.4357317,0.0,0.0,0.0,0.7715977,0.0,1.1829603,0.0454645,0.0,0.0,0.0,0.7637744,0.0,0.0,0.0,0.0,0.2877076,0.6419154,4.4571048,0.5983430999999999,0.0,1.3866753,0.0,0.0,0.024153599999999997,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3i6o,10.35,112,78,31,3,2.5990453000000002,2.5689906,5.1680359,0.436315,0.10250830000000001,0.0,1.8228474000000001,0.0,0.0,0.0,0.7949539999999999,0.0,0.8987890000000001,0.040980699999999995,0.0,0.0,0.0,0.37281529999999996,0.0,0.0,0.0,0.0,0.3377821,0.3610441,3.5784906000000003,0.4822677999999999,0.0,1.0904184999999997,0.0,0.0,0.016859,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3i7e,10.85,83,61,22,0,2.1218389999999996,2.1732608,4.295099799999999,0.2851865,0.035964499999999996,0.0,1.6809229,0.0,0.0,0.0,0.7705873000000001,0.0,0.8448971000000001,0.0,0.0,0.0,0.0,0.06905839999999999,0.0,0.0,0.0,0.0,0.1819114,0.4265717,2.5979314999999996,0.24219279999999999,0.0,1.4549755,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3kdb,9.85,126,87,38,1,2.9484829000000006,2.8301439999999998,5.778626900000001,0.392851,0.0159888,0.0,1.7157949000000001,0.0,0.0,0.0,1.0814561,0.0,1.0673295999999999,0.1307802,0.0,0.0,0.0,0.3392908,0.0,0.0,0.0,0.0,0.38247430000000004,0.6526611999999999,4.166113,0.794384,0.0,0.6109488,0.0,0.0,0.2071811,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3kdc,9.28,116,82,34,0,2.7272782999999996,2.6162847999999994,5.343563099999999,0.3189794,0.0274161,0.0,2.0506518000000002,0.0,0.0,0.0,0.9829952,0.0,0.7691049999999999,0.0753943,0.0,0.0,0.0,0.16055350000000002,0.0,0.0,0.0,0.0,0.399268,0.5591998,3.4300126000000004,0.8593808999999999,0.0,0.7138142000000001,0.0,0.0,0.06619119999999999,0.27416419999999997,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
3kdd,8.46,111,73,38,0,2.9975641000000004,2.9026843000000007,5.900248400000001,0.37682740000000003,0.1441268,0.0,1.6301144,0.0,0.0,0.0,1.1154184,0.0,1.2389647000000001,0.0824192,0.0,0.0,0.0,0.3400342,0.0,0.0,0.0,0.0,0.4901631,0.4821802,4.0630145,0.7242074000000001,0.0,0.7646419,0.0,0.0,0.3483846,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3lzs,10.96,18,15,3,0,0.4041411,0.4228002,0.8269413,0.0475599,0.0,0.0,0.1738494,0.0,0.0,0.0,0.13524170000000002,0.0,0.2370487,0.0288366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279019,0.1765031,0.0,0.2367784,0.1738494,0.3969842,0.0,0.0,0.0193293,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
3lzu,10.06,74,54,20,0,2.162632,2.2022707,4.3649027,0.33032190000000006,0.0,0.0,1.721253,0.0,0.0,0.0,0.8335271,0.0,0.7855937,0.048033900000000004,0.0,0.0,0.0,0.1211574,0.0,0.0,0.0,0.0,0.25289649999999997,0.2721192,2.9786702,0.2757769,0.1765899,0.9109748,0.0,0.0,0.0228909,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3mxd,8.83,102,72,30,0,2.3789119999999992,2.3086524,4.687564399999999,0.3793392,0.08946370000000001,0.0,1.5643564999999997,0.0,0.0,0.0,0.9676209999999998,0.0,1.0357406999999998,0.0219823,0.0,0.0,0.0,0.0836805,0.0,0.0,0.0,0.0,0.1684849,0.3768956,2.6497905999999998,0.5387873,0.0,1.4714603000000002,0.0,0.0,0.0275262,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3mxe,10.01,96,72,24,0,2.067335,2.0480539999999996,4.1153889999999995,0.3787015,0.0215835,0.0,1.5376403,0.0,0.0,0.0,0.6957656,0.0,0.7989457999999999,0.0440344,0.0,0.0,0.0,0.056565,0.0,0.0,0.0,0.0,0.1852167,0.3969362,2.0086782999999997,0.5196885,0.2296357,1.1444552999999997,0.1315675,0.0,0.08136370000000001,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
3nu3,9.82,48,39,9,0,4.0019405,2.3549049,6.3568454,0.1853089,0.0,0.0,0.5922050000000001,0.0,0.0,0.0,0.19951649999999999,0.0,0.39989199999999997,0.017124,0.0,0.0,0.0,0.0378611,0.0,0.0,0.0,0.0,0.0216469,4.903291,0.0,5.1085853,0.2739687,0.938477,0.0,0.0,0.0358144,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
3nu4,8.82,95,70,23,2,2.1542721,2.0688988000000004,4.2231709,0.2342742,0.0282828,0.0,1.4050528,0.0,0.0,0.0,0.6701866000000001,0.0,1.0052639,0.0423752,0.0,0.0,0.0,0.1635298,0.0,0.0,0.0,0.0,0.1402309,0.5339747,3.0982632,0.2778525,0.0,0.8470552,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3nu5,8.35,24,21,3,0,0.3427688,0.3056603,0.6484291,0.0625357,0.0,0.0,0.1261185,0.0,0.0,0.0,0.1073421,0.0,0.1527074,0.0,0.0,0.0,0.0,0.0377881,0.0,0.0,0.0,0.0,0.14592070000000001,0.0160166,0.0,0.6484291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
3nu6,9.3,106,74,31,1,2.4555626,2.4274255,4.8829881,0.2509618,0.0251817,0.0,1.5628803999999998,0.0,0.0,0.0,0.7242721999999999,0.0,1.1744458,0.09230880000000001,0.0,0.0,0.0,0.07601920000000001,0.0,0.0,0.0,0.0,0.4254214,0.5514968,3.279166,0.4736935,0.0,1.0675753000000001,0.0,0.0,0.0625533,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3nu9,9.05,40,36,4,0,0.7069757999999999,0.7254767999999999,1.4324526,0.1489206,0.0144059,0.0,0.4330957000000001,0.0,0.0,0.0,0.22348839999999998,0.0,0.1571405,0.0160884,0.0,0.0,0.0,0.041280700000000004,0.0,0.0,0.0,0.0,0.2768001,0.1212323,0.0,0.6673258,0.192846,0.5722807999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
3nuj,9.39,90,65,25,0,2.3526389,2.3096242000000005,4.6622631000000005,0.2812291,0.0154175,0.0,1.6997118000000002,0.0,0.0,0.0,0.6522971000000002,0.0,0.9905802,0.104852,0.0,0.0,0.0,0.10924410000000001,0.0,0.0,0.0,0.0,0.3394809,0.46945040000000005,3.2609112000000002,0.42121369999999997,0.1023055,0.8778327000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3nuo,9.8,97,71,25,1,2.2031958,2.1776295,4.3808253,0.2712723,0.018761100000000003,0.0,1.5307092999999998,0.0,0.0,0.0,0.7414817,0.0,0.8973259,0.0935433,0.0,0.0,0.0,0.15493610000000002,0.0,0.0,0.0,0.0,0.1880248,0.48477079999999995,3.2130365000000003,0.2706448,0.0,0.8971439999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3o99,10.82,96,68,27,1,2.2770225999999996,2.2233507,4.5003733,0.4427287,0.08343880000000001,0.0,1.4620381,0.0,0.0,0.0,0.9604984000000001,0.0,0.8529449,0.0723399,0.0,0.0,0.0,0.1115299,0.0,0.0,0.0,0.0,0.1919417,0.32291289999999995,3.0946162,0.237715,0.0,1.1680421,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3o9a,10.7,96,72,23,1,2.1774021,2.1647657,4.3421678,0.3880313,0.0740825,0.0,1.4466792,0.0,0.0,0.0,0.9003516,0.0,0.8208231,0.0461245,0.0,0.0,0.0,0.2224885,0.0,0.0,0.0,0.0,0.1715601,0.272027,2.7246109,0.27825500000000003,0.0,1.3072004,0.0,0.0,0.0321015,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3o9d,10.72,104,76,25,3,2.3813232,2.3208838,4.702207,0.4768352,0.0730764,0.0,1.5213066999999998,0.0,0.0,0.0,0.9603662,0.0,0.7961917000000001,0.0465645,0.0,0.0,0.0,0.2386528,0.0,0.0,0.0,0.0,0.2509659,0.3382476,2.7252994,0.3350611,0.24263460000000003,1.2222151,0.0,0.0,0.1769968,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3o9e,11.3,107,78,28,1,2.5988342,2.5177195,5.116553700000001,0.3901241,0.07719319999999999,0.0,1.6336568,0.0,0.0,0.0,0.9303627999999999,0.0,1.0183607,0.0649918,0.0,0.0,0.0,0.1513806,0.0,0.0,0.0,0.0,0.2762425,0.5742412000000001,3.5767127,0.37431180000000003,0.0,1.1655292000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3o9i,11.82,105,76,26,3,2.4236288000000004,2.3546934,4.7783222,0.43329720000000005,0.046848799999999996,0.0,1.4520376000000002,0.0,0.0,0.0,0.9831091000000001,0.0,1.1141948,0.0461579,0.0,0.0,0.0,0.15454,0.0,0.0,0.0,0.0,0.1453719,0.40276490000000004,2.8646069,0.28326429999999997,0.2798259,1.1415942000000001,0.0,0.0,0.2090309,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3ok9,11.23,99,74,25,0,10.4606908,8.1334783,18.594169100000002,0.2244893,0.0510974,0.0,1.6336093999999999,0.0,0.0,0.0,1.2082075,0.0,0.9450416,0.0751066,0.0,0.0,0.0,0.1199492,0.0,0.0,0.0,0.0,0.2612297,14.0754384,4.1033632,5.3760710000000005,0.0,9.0772291,0.0,0.0,0.0375058,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3pwm,9.1,2,2,0,0,0.07653560000000001,0.07111390000000001,0.14764950000000002,0.0,0.0,0.0,0.14764950000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14764950000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3qaa,11.54,87,65,22,0,5.107998200000001,4.8384126,9.9464108,0.1737306,0.0,0.0,1.5644422999999998,0.0,0.0,0.0,1.2504569,0.0,1.0653754,0.0421596,0.0,0.0,0.0,0.1810976,0.0,0.0,0.0,0.0,0.2966947,5.372453699999999,2.8144630999999998,2.2841481999999997,0.0,4.7958072000000005,0.0,0.0,0.051992300000000005,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3s43,8.6,90,67,23,0,2.172387,2.0918466000000002,4.264233600000001,0.29460600000000003,0.0171267,0.0,1.6219897,0.0,0.0,0.0,0.5887598,0.0,0.9062641,0.0478033,0.0,0.0,0.0,0.0890852,0.0,0.0,0.0,0.0,0.1542491,0.5443497,3.1077426,0.27282130000000004,0.1359156,0.7477541000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3s54,9.64,82,60,21,1,2.5168038,2.5385199,5.0553237,0.2868621,0.09922500000000001,0.0,2.2394836,0.0,0.0,0.0,0.8073380000000001,0.0,0.9169248999999999,0.057961,0.0,0.0,0.0,0.1298097,0.0,0.0,0.0,0.0,0.15259479999999997,0.3651246,3.2497899,0.2497641,0.2287972,1.2779885,0.0,0.0,0.048984,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3st5,11.3,93,67,26,0,5.6985653,4.460108,10.1586733,0.2281557,0.0,0.0,1.4766372999999997,0.0,0.0,0.0,0.9396115,0.0,0.9051476,0.04507,0.0,0.0,0.0,0.12010970000000001,0.0,0.0,0.0,0.0,0.168398,6.2755434999999995,3.0750754,3.5242552000000003,0.0,3.5593427,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3t3c,10.23,96,69,25,2,2.1432944999999997,2.1165372,4.259831699999999,0.5743113000000001,0.0,0.0,1.4861854,0.0,0.0,0.0,0.5933571,0.0,0.5802234,0.0172466,0.0,0.0,0.0,0.0935783,0.0,0.0,0.0,0.0,0.338099,0.5768306000000001,2.7936346,0.1866043,0.1074947,1.1720981,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3th9,7.7,94,64,30,0,2.5107348,2.4998506,5.0105854,0.4005305,0.0,0.0,1.1347444,0.0,0.0,0.0,1.1974578999999999,0.0,1.1352342,0.06310840000000001,0.0,0.0,0.0,0.40108340000000003,0.0,0.0,0.0,0.0,0.2421283,0.43629830000000003,3.3592631,0.6368407,0.0,0.5954425,0.40154480000000004,0.0,0.0174943,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
3tkw,5.27,100,64,34,2,2.4916625,2.4371549999999997,4.928817499999999,0.6055609999999999,0.0,0.0,1.7145416999999998,0.0,0.0,0.0,0.8269772000000001,0.0,0.9014064,0.12293570000000001,0.0,0.0,0.0,0.2320831,0.0,0.0,0.0,0.0,0.1387659,0.3865465,3.3766197,0.3494856,0.0712325,1.1065547,0.0,0.0,0.024925000000000003,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3ttp,9.12,58,43,15,0,1.4406105999999999,1.4158214,2.856432,0.0556534,0.0,0.0,1.1312474,0.0,0.0,0.0,0.7019555,0.0,0.3236051,0.037965299999999993,0.0,0.0,0.0,0.10814570000000001,0.0,0.0,0.0,0.0,0.0,0.49785959999999996,1.7337547,0.0913236,0.0,0.9899159,0.0,0.0,0.0414378,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
3vf5,9.34,105,79,25,1,2.2946428000000005,2.2703043,4.5649471,0.2151598,0.0487854,0.0,1.5523666999999999,0.0,0.0,0.0,0.7824150999999999,0.0,0.7945017000000001,0.0557693,0.0,0.0,0.0,0.1343982,0.0,0.0,0.0,0.0,0.5603144,0.4212365,2.8633258999999995,0.2294705,0.0,1.4302942,0.0,0.0,0.0418565,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3vf7,9.1,105,78,27,0,2.3991705999999997,2.3781666000000006,4.7773372,0.2775087,0.047927300000000006,0.0,1.6912831000000002,0.0,0.0,0.0,0.9846109000000001,0.0,0.9522069,0.0765874,0.0,0.0,0.0,0.16823660000000001,0.0,0.0,0.0,0.0,0.1679197,0.41105660000000005,3.305999,0.2826874,0.0,1.1886508,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3vfa,9.19,93,71,21,1,8.8011814,6.7368563,15.5380377,0.35063810000000006,0.0402801,0.0,1.617455,0.0,0.0,0.0,0.8024605,0.0,1.0455924,0.0748875,0.0,0.0,0.0,0.1705565,0.0,0.0,0.0,0.0,0.029121,11.407046600000001,4.8801038,5.392902800000001,0.0,5.224120600000001,0.0,0.0,0.0409105,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3vfb,9.04,21,18,3,0,0.3435389,0.37545990000000007,0.7189988,0.038342299999999996,0.0,0.0,0.2312841,0.0,0.0,0.0,0.1184801,0.0,0.2148256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258789,0.0901878,0.0,0.2647072,0.0,0.4542916,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
3zps,8.3,100,69,30,1,2.9136592,2.7553309,5.6689901,0.8144796000000001,0.0,0.0,1.2978991,0.0,0.0,0.0,1.6510405000000001,0.0,0.7919238,0.1659936,0.0,0.0,0.0,0.209343,0.0,0.0635956,0.0,0.0,0.06308249999999999,0.6116324,4.3956682,0.2907231,0.0,0.9060866,0.0,0.0,0.0,0.0,0.0765122,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
3zpu,8.38,112,75,37,0,2.8979386,2.734295,5.632233599999999,0.5849340000000001,0.1555214,0.0,1.3340687999999998,0.0,0.0,0.0,1.4371835000000002,0.0,0.8824864000000001,0.2310866,0.0,0.0,0.0,0.2440852,0.0,0.112329,0.0,0.0,0.1324014,0.5181373,4.2611051,0.3982491,0.0,0.8806411999999999,0.0,0.0,0.0,0.0,0.09223819999999999,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
4a4q,9.4,111,81,30,0,2.9363824,2.8331005000000005,5.7694829,0.6482677,0.0637431,0.0,0.9870942,0.0,0.0,0.0,1.3431582999999998,0.0,1.033976,0.13070500000000002,0.0,0.0,0.0517868,0.31184069999999997,0.0,0.1177694,0.0,0.0,0.49352930000000006,0.5876124,4.233989,0.7361298000000001,0.0,0.7993641,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4a6b,8.38,118,84,32,2,3.1606019,2.9883081,6.14891,0.6697887,0.0,0.0,1.1802686,0.0,0.0,0.0,1.2297232,0.0,0.8662311,0.17880980000000002,0.0,0.0,0.09153739999999999,0.43444170000000004,0.0,0.1395874,0.0,0.0,0.2023049,1.1562172,4.456193000000001,0.8427605,0.0,0.8499565,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4a6c,7.92,135,93,42,0,3.0124496,2.8855164,5.897966,0.546709,0.0584051,0.0,1.0783883000000003,0.0,0.0,0.0,1.0637617000000001,0.0,1.0669726000000002,0.17758379999999999,0.0,0.0,0.0387812,0.5642614,0.0,0.16645959999999999,0.0,0.0,0.29062520000000003,0.8460181,4.533763199999999,0.5918363,0.0421918,0.7301747,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
4cp7,8.11,82,60,22,0,3.9208417,3.5338554,7.454697100000001,0.3454532,0.0683252,0.0,1.540013,0.0,0.0,0.0,1.4432651,0.0,0.1454764,0.055161600000000005,0.0,0.0,0.1125076,0.12778330000000002,0.0,0.2476548,0.0,0.0,0.0,3.3690569,6.1398136999999995,0.5448126,0.0,0.7700708,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4cpr,7.46,66,52,14,0,2.6053211999999997,2.2660704000000003,4.8713916,0.1260711,0.1920227,0.0,1.1891832999999998,0.0,0.0,0.0,1.0658179,0.0,0.1299249,0.0413976,0.0,0.0,0.030890599999999997,0.1899585,0.0,0.0372209,0.0,0.0,0.0,1.8689041,2.9843536000000004,0.69651,0.1573278,0.8293421000000001,0.0,0.0,0.2038581,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
4cps,8.27,71,53,18,0,2.5565349000000004,2.2837957999999996,4.8403307,0.38177150000000004,0.044315,0.0,1.4984359,0.0,0.0,0.0,1.3787376,0.0,0.12018380000000001,0.060421600000000006,0.0,0.0,0.0516311,0.0670528,0.0,0.07014580000000001,0.0,0.0,0.0,1.1676356,3.6630641000000006,0.4873692,0.0,0.6898974,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4cpt,7.7,80,61,19,0,1.9560878000000002,1.8717712999999998,3.8278591,0.27611109999999994,0.15936240000000002,0.0,1.0737044,0.0,0.0,0.0,1.145184,0.0,0.2656415,0.0633669,0.0,0.0,0.03715,0.1024016,0.0,0.0700253,0.0,0.0,0.0148624,0.6200495,2.6192599,0.3399714,0.1426713,0.7259565000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
